Symbol	Ensembl Transcript ID	CDS Length
UTP14C	ENST00000521776	2301
SNX20	ENST00000330943	951
COL16A1	ENST00000373672	4815
TBC1D2B	ENST00000300584	2892
CYP26A1	ENST00000224356	1494
USP28	ENST00000003302	3234
PSMB8	ENST00000455660	831
ENTHD1	ENST00000325157	1824
SPHK1	ENST00000323374	1413
BNIP3	ENST00000368636	585
LRRC41	ENST00000343304	2439
SPATA6	ENST00000371847	1467
PBLD	ENST00000309049	867
FAM129A	ENST00000367511	2787
PIGC	ENST00000344529	894
ACBD6	ENST00000367595	849
OR6B3	ENST00000319423	996
CTNNBIP1	ENST00000377263	246
CALHM2	ENST00000369788	972
DENND5B	ENST00000536562	3930
ACAA1	ENST00000333167	1275
ARL3	ENST00000260746	549
PARD3	ENST00000374789	4071
MTA2	ENST00000278823	2007
MZT2A	ENST00000309451	477
TNKS	ENST00000310430	3984
ZNF449	ENST00000339249	1557
ZNF295	ENST00000310826	3201
TNR	ENST00000367674	4077
MARK1	ENST00000366917	2388
TP53BP2	ENST00000343537	3405
CSTF2	ENST00000415585	1794
H2BFM	ENST00000243297	774
BIRC3	ENST00000263464	1815
S100PBP	ENST00000373476	1227
FGFBP3	ENST00000311575	777
LARP7	ENST00000509061	1770
TSPEAR	ENST00000323084	2010
PLEKHF2	ENST00000315367	750
ZDHHC21	ENST00000380916	798
SYNM	ENST00000336292	4695
A2M	ENST00000318602	4425
GABRG3	ENST00000333743	1404
CDR2	ENST00000268383	1365
UQCRC2	ENST00000268379	1362
SMC1B	ENST00000357450	3708
IGSF6	ENST00000268389	726
SLC44A4	ENST00000442152	2133
PAQR8	ENST00000442253	1065
NUDT6	ENST00000304430	951
REXO2	ENST00000265881	714
HINT3	ENST00000229633	549
FAM65B	ENST00000259698	3207
NCOA7	ENST00000368357	2829
PAX2	ENST00000370296	1260
PRPF3	ENST00000324862	2052
APH1A	ENST00000369109	798
HLA-A	ENST00000417978	1116
DENND2A	ENST00000275884	3030
LUC7L2	ENST00000541515	1377
BCKDK	ENST00000394951	1239
CDIPT	ENST00000561555	714
CXorf41	ENST00000372453	645
COL5A3	ENST00000264828	5238
PVRL4	ENST00000368012	1533
PRRC2A	ENST00000454306	6474
OAF	ENST00000328965	822
DNAJC21	ENST00000382021	1731
OR52D1	ENST00000322641	957
C5orf43	ENST00000339020	225
PODXL2	ENST00000342480	1818
OSTN	ENST00000339051	402
EFTUD2	ENST00000426333	2919
UPK1B	ENST00000264234	783
FGF9	ENST00000382353	627
TNFSF8	ENST00000223795	705
DOK1	ENST00000233668	1446
BCL3	ENST00000164227	1365
LMAN2L	ENST00000377079	1080
APOM	ENST00000441436	567
ZNF740	ENST00000416904	582
FBXO21	ENST00000330622	1887
SEMA4D	ENST00000450295	2589
KRTAP10-8	ENST00000334662	780
MYSM1	ENST00000472487	2487
OMA1	ENST00000371226	1575
HNF1A	ENST00000541395	1989
TM2D1	ENST00000371180	810
PRKACG	ENST00000377276	1056
C5orf38	ENST00000397835	681
ZNF396	ENST00000589332	1008
DBX2	ENST00000332700	1020
PDIA2	ENST00000219406	1578
C3orf54	ENST00000333323	864
KLF13	ENST00000307145	867
BRD3	ENST00000303407	2181
RBMS1	ENST00000392753	1260
SCN3A	ENST00000283254	6003
LTBP1	ENST00000354476	5169
GPR139	ENST00000570682	1062
UCP1	ENST00000262999	924
GPR144	ENST00000334810	2892
FGD6	ENST00000343958	4293
DUSP22	ENST00000344450	555
ASZ1	ENST00000284629	1428
GPR137B	ENST00000366592	1200
C2orf64	ENST00000328709	225
ZBTB17	ENST00000375733	2433
FAM120B	ENST00000537664	2802
FRMPD1	ENST00000377765	4737
BCS1L	ENST00000359273	1260
CEBPG	ENST00000284000	453
SMCHD1	ENST00000320876	6018
DBR1	ENST00000260803	1635
MLC1	ENST00000395876	1134
ZBED4	ENST00000216268	3516
BRD1	ENST00000404760	3570
CERK	ENST00000216264	1614
TTC39B	ENST00000512701	2049
HDAC10	ENST00000216271	2010
C2orf53	ENST00000335524	1239
POLR3C	ENST00000334163	1605
DEFB131	ENST00000334879	213
HNRNPH2	ENST00000316594	1350
ARMCX1	ENST00000372829	1362
MYH2	ENST00000245503	5826
CT45A2	ENST00000370736	570
WDR82	ENST00000296490	942
OR51B5	ENST00000300773	939
PRSS12	ENST00000296498	2628
SLC38A5	ENST00000376876	1419
OR52M1	ENST00000360213	954
FAM156A	ENST00000356333	642
FAM118B	ENST00000533050	1056
WNT7A	ENST00000285018	1050
TBC1D17	ENST00000221543	1947
RSPH6A	ENST00000221538	2154
C19orf24	ENST00000409293	399
ZFP106	ENST00000263805	5652
CEP152	ENST00000380950	5133
AHR	ENST00000242057	2547
AGR2	ENST00000419572	588
PPARGC1B	ENST00000309241	3072
ELMO1	ENST00000310758	2184
B9D2	ENST00000243578	528
ADCK4	ENST00000324464	1635
SORD	ENST00000267814	1074
DEDD2	ENST00000595337	981
ZSCAN29	ENST00000396976	2559
SERF2	ENST00000594896	528
ZNF45	ENST00000269973	2049
ELF5	ENST00000312319	798
KLRC2	ENST00000381902	696
PPAPDC2	ENST00000381883	888
MS4A5	ENST00000300190	603
UBR7	ENST00000013070	1278
DIS3L	ENST00000319212	3165
PARM1	ENST00000307428	933
CSNK1G1	ENST00000303052	1269
BMP10	ENST00000295379	1275
SPRR2D	ENST00000360379	219
DHX57	ENST00000295373	4161
ARHGAP25	ENST00000409202	1941
PGLYRP4	ENST00000359650	1122
EPB41L4B	ENST00000374566	2703
ABHD8	ENST00000247706	1320
RIOK2	ENST00000283109	1659
HLA-DQB1	ENST00000374943	810
GATA2	ENST00000341105	1443
BRD9	ENST00000467963	1794
INO80	ENST00000361937	4671
CCDC91	ENST00000545336	1326
ITPR2	ENST00000381340	8106
HLA-DMB	ENST00000412948	792
SCFD2	ENST00000401642	2055
HP1BP3	ENST00000312239	1662
UBR4	ENST00000375267	15615
DNAJC25-GNG10	ENST00000374294	462
PRCD	ENST00000592014	165
TMCO5A	ENST00000319669	867
SPRED1	ENST00000299084	1335
IQCA1	ENST00000409907	2469
PCDHB14	ENST00000239449	2397
PCDHB8	ENST00000239444	2406
C6orf48	ENST00000375640	228
NEU1	ENST00000375631	1248
SLC44A4	ENST00000229729	2133
XAGE1B	ENST00000437949	441
LAYN	ENST00000375615	1149
HSPA1A	ENST00000375651	1926
HSPA1B	ENST00000375650	1926
C10orf90	ENST00000544758	2391
CASP1	ENST00000533400	1215
CASP5	ENST00000526056	1344
CDKN1C	ENST00000414822	951
GABPA	ENST00000354828	1365
JAM2	ENST00000400532	939
ATP5J	ENST00000400099	360
MCM8	ENST00000378886	2643
BANF2	ENST00000545418	294
C8orf55	ENST00000336138	627
KLHL7	ENST00000339077	1761
MRM1	ENST00000250156	1062
CNGB3	ENST00000320005	2430
ZMYND10	ENST00000231749	1323
C16orf85	ENST00000378416	444
OR5L2	ENST00000378397	936
SEC61A1	ENST00000464451	1449
TMEM131	ENST00000186436	5652
RNF112	ENST00000461366	1896
SPECC1	ENST00000395527	3207
AQP4	ENST00000383168	972
ADORA2B	ENST00000304222	999
SDR9C7	ENST00000293502	942
KRT8	ENST00000552150	1536
ZIC4	ENST00000525172	1155
KRT78	ENST00000304620	1563
NCEH1	ENST00000538775	1347
TUBGCP6	ENST00000248846	5460
NRARP	ENST00000356628	345
IL15RA	ENST00000379977	804
TXNRD1	ENST00000525566	1950
HLA-E	ENST00000547304	1200
OR1J1	ENST00000259357	969
C9orf38	ENST00000355513	357
FAM129B	ENST00000373312	2241
KCTD7	ENST00000380828	1596
OR13C9	ENST00000259362	957
OR4B1	ENST00000309562	930
VPS18	ENST00000220509	2922
C1orf229	ENST00000408893	714
SLC12A8	ENST00000423114	2232
OR4C12	ENST00000335238	930
SNCA	ENST00000394986	423
PGBD5	ENST00000321327	1665
PIGY	ENST00000273968	345
RG9MTD2	ENST00000394877	1020
KLHL8	ENST00000273963	1863
TRIM10	ENST00000449208	1446
C12orf29	ENST00000356891	978
LRRIQ1	ENST00000393217	5169
SMN1	ENST00000380707	885
LRRC15	ENST00000428839	1764
ARHGAP39	ENST00000377307	3345
PLA2G2A	ENST00000375111	435
RCBTB2	ENST00000430805	1671
EDNRB	ENST00000377211	1599
LCP1	ENST00000398576	1884
SETDB2	ENST00000317257	2160
SRSF7	ENST00000313117	717
ATP1B3	ENST00000286371	840
MYOZ2	ENST00000307128	795
PHRF1	ENST00000264555	4950
DYNC2LI1	ENST00000260605	1056
PNPT1	ENST00000447944	2352
ANKRD30A	ENST00000374660	4383
PPM1B	ENST00000282412	1440
ADCY3	ENST00000260600	3435
KHK	ENST00000260599	897
LHCGR	ENST00000294954	2100
FBF1	ENST00000592193	3445
TMX1	ENST00000457354	843
FRMD6	ENST00000344768	1869
C6orf106	ENST00000374023	897
MRGPRD	ENST00000309106	966
OXSR1	ENST00000311806	1584
MRGPRF	ENST00000309099	1032
MYD88	ENST00000417037	954
ANKRD13D	ENST00000511455	1818
OR10C1	ENST00000457403	939
FAM13C	ENST00000442566	1821
TRO	ENST00000173898	4296
NPAS4	ENST00000311034	2409
GABARAPL3	ENST00000412799	354
AKIRIN1	ENST00000432648	579
OR2W3	ENST00000360358	945
C17orf101	ENST00000329197	996
C1orf98	ENST00000367355	276
RAET1G	ENST00000367360	1005
C1orf53	ENST00000367393	438
SAMD5	ENST00000367474	522
SRSF11	ENST00000370950	1455
BCAS2	ENST00000369541	678
UCHL5	ENST00000367450	1107
NNAT	ENST00000062104	246
LAT2	ENST00000344995	732
USP17L2	ENST00000333796	1593
ZNRD1	ENST00000437373	381
SLC25A4	ENST00000281456	897
ACSL1	ENST00000515030	2097
LTB	ENST00000420402	735
CYP1A1	ENST00000379727	1539
PML	ENST00000268058	2649
BBS4	ENST00000395205	1584
ROPN1L	ENST00000503804	693
MARCH6	ENST00000274140	2733
NDUFS6	ENST00000469176	519
FAM133B	ENST00000445716	744
HMHA1	ENST00000590214	3492
GAS1	ENST00000298743	1038
C13orf36	ENST00000315190	324
ATAT1	ENST00000432356	1266
ZNF302	ENST00000446502	1332
SLC33A1	ENST00000392845	1650
ADCK3	ENST00000366779	1944
SLC16A14	ENST00000295190	1533
HEBP1	ENST00000014930	570
GPRC5A	ENST00000014914	1074
SLCO1B3	ENST00000553473	2247
TNS1	ENST00000171887	5208
NANOG	ENST00000229307	918
SUDS3	ENST00000397564	990
NME1	ENST00000336097	534
MT1B	ENST00000562399	213
STRA13	ENST00000584347	396
TTC7A	ENST00000394850	2649
CHRNA5	ENST00000299565	1407
SPNS1	ENST00000565975	1722
LRRC45	ENST00000306688	2013
EVX1	ENST00000496902	1224
C7orf58	ENST00000310396	3081
HOXA13	ENST00000222753	1167
SRCRB4D	ENST00000275560	1728
RASL12	ENST00000220062	801
IL20RA	ENST00000316649	1662
TNFAIP3	ENST00000237289	2373
RGS22	ENST00000360863	3795
AKAP7	ENST00000541650	1053
RAB32	ENST00000367495	678
COLEC10	ENST00000332843	834
SEC24B	ENST00000504968	3897
CSF1	ENST00000329608	1665
PAPSS1	ENST00000265174	1875
CABLES2	ENST00000279101	1437
PBX4	ENST00000251203	1125
PGAP2	ENST00000464906	1037
TBC1D26	ENST00000469477	753
SCN1B	ENST00000415950	807
DDX52	ENST00000349699	1800
ZNF202	ENST00000336139	1947
LY6G6D	ENST00000375824	523
STXBP4	ENST00000376352	1662
C15orf33	ENST00000299338	1527
CYYR1	ENST00000435845	519
CUL5	ENST00000393094	2343
C12orf28	ENST00000547771	2088
CWF19L2	ENST00000282251	2685
GUCY1A2	ENST00000282249	2292
TMEM25	ENST00000533102	1146
ZBTB2	ENST00000325144	1545
ING2	ENST00000302327	843
AKR1C1	ENST00000380872	972
VSTM2B	ENST00000335523	858
UBE2V1	ENST00000340309	513
C6orf132	ENST00000341865	3567
EIF4G1	ENST00000382330	4821
FOXP1	ENST00000491238	2040
KRT14	ENST00000167586	1419
LCE1A	ENST00000368766	333
PCDHGB1	ENST00000523390	2784
ZMYND11	ENST00000381591	1809
HOMER3	ENST00000539827	1086
NCK2	ENST00000233154	1143
MAP4K4	ENST00000324219	3963
HCG27	ENST00000383331	569
EPM2A	ENST00000367519	996
DOM3Z	ENST00000399936	1191
EED	ENST00000351625	1401
METTL17	ENST00000382985	1437
SLC39A2	ENST00000298681	930
NDRG2	ENST00000298687	1116
ANKH	ENST00000284268	1479
UBASH3B	ENST00000284273	1950
FAM105B	ENST00000284274	1059
ZFP57	ENST00000552809	1611
BTLA	ENST00000334529	870
ZFP57	ENST00000548574	1611
MKL2	ENST00000571589	3300
ATP7A	ENST00000341514	4503
NLGN4Y	ENST00000382868	2622
ZNF367	ENST00000375256	1053
CD9	ENST00000382518	687
NUDT11	ENST00000375992	495
STARD3NL	ENST00000009041	705
ELAVL3	ENST00000359227	1104
TRRAP	ENST00000359863	11580
C9orf163	ENST00000354376	612
LONP1	ENST00000360614	2880
CNTF	ENST00000361987	603
HLA-DMA	ENST00000454298	871
SLC17A8	ENST00000323346	1770
PRPSAP1	ENST00000446526	1158
SHARPIN	ENST00000398712	1164
CYGB	ENST00000589342	681
SRSF2	ENST00000392485	666
LBX2	ENST00000377566	597
KRT32	ENST00000225899	1347
CMTM4	ENST00000330687	705
LHFP	ENST00000379589	603
TMEM50A	ENST00000374358	474
NPBWR1	ENST00000331251	987
RSPRY1	ENST00000394420	1731
PTTG2	ENST00000504686	576
NACA2	ENST00000521764	648
MKL1	ENST00000355630	2796
MYO6	ENST00000369981	3861
XRCC2	ENST00000359321	843
AJAP1	ENST00000378190	1236
CEP44	ENST00000457424	1200
SLC46A2	ENST00000374228	1428
C15orf63	ENST00000406925	390
ANXA5	ENST00000296511	963
ADAD1	ENST00000296513	1731
TMEM155	ENST00000394396	393
HMMR	ENST00000393915	2178
OR12D3	ENST00000505384	951
GUCY1A3	ENST00000506455	2073
ANO5	ENST00000324559	2742
DEFB4A	ENST00000302247	195
C9orf11	ENST00000380032	885
MOBKL2B	ENST00000262244	651
SLC8A3	ENST00000381269	2784
BOK	ENST00000318407	639
C9orf46	ENST00000223864	444
TBC1D13	ENST00000372648	1203
BAG2	ENST00000370693	636
ZNF334	ENST00000593880	2112
MMP25	ENST00000336577	1689
IL32	ENST00000534507	705
PLUNC	ENST00000375413	771
ST3GAL1	ENST00000521180	1023
HSD17B11	ENST00000358290	903
PIWIL2	ENST00000356766	2922
C20orf112	ENST00000359676	1311
IP6K3	ENST00000293756	1233
METTL8	ENST00000375258	1137
CFB	ENST00000556679	3801
TTC21B	ENST00000243344	3951
NMI	ENST00000243346	924
RRAGB	ENST00000262850	1125
IL10RB	ENST00000290200	978
GP5	ENST00000401815	1683
GATAD2A	ENST00000404158	1905
GAS7	ENST00000432992	1431
CD19	ENST00000567541	1674
HLA-DQA2	ENST00000374940	768
C8orf47	ENST00000318528	1125
NFYB	ENST00000240055	624
ENPP7	ENST00000328313	1377
SOCS2	ENST00000340600	597
NRBP2	ENST00000442628	1506
SIGIRR	ENST00000531205	1515
ZFHX2	ENST00000419474	7719
RPS6KA3	ENST00000379565	2223
OR2M7	ENST00000317965	939
CLVS1	ENST00000519846	1065
RIMKLA	ENST00000431473	1176
MDC1	ENST00000449153	6270
INMT	ENST00000013222	792
ADAM28	ENST00000265769	2328
KCNF1	ENST00000295082	1485
PQLC3	ENST00000295083	609
TYW5	ENST00000354611	948
C2orf47	ENST00000392290	876
AARS	ENST00000261772	2907
GLG1	ENST00000205061	3612
DMRT1	ENST00000382276	1122
SNRPN	ENST00000554227	735
OR2B11	ENST00000318749	954
SPAG8	ENST00000340291	1506
HERC2	ENST00000261609	14505
C1orf158	ENST00000288048	585
DISP1	ENST00000284476	4575
CLEC18C	ENST00000536907	1368
PSORS1C1	ENST00000433334	459
PRKCZ	ENST00000378567	1779
WBSCR16	ENST00000329959	1395
GPRASP2	ENST00000332262	2517
C11orf45	ENST00000310799	438
HLA-DQA1	ENST00000418023	768
RALGAPA1	ENST00000307138	6252
MRPL15	ENST00000260102	891
HSD17B8	ENST00000374662	786
RING1	ENST00000374656	1221
PFDN6	ENST00000395131	390
WDR46	ENST00000432933	1833
PILRB	ENST00000448382	816
XKR4	ENST00000327381	1953
ULBP3	ENST00000367339	735
ETV6	ENST00000396373	1359
AKAP12	ENST00000253332	5349
FNDC8	ENST00000158009	975
USMG5	ENST00000369825	177
TWISTNB	ENST00000222567	1017
SPCS3	ENST00000503362	543
PLCXD2	ENST00000477665	918
GPR83	ENST00000243673	1272
SH3BP5L	ENST00000366472	1182
MARCKSL1	ENST00000329421	588
RAB5B	ENST00000553116	648
TTLL2	ENST00000239587	1779
SH3BP2	ENST00000503393	1857
TRIM26	ENST00000450392	1620
C6orf25	ENST00000436030	726
OGFOD1	ENST00000566157	1629
NOP14	ENST00000416614	2574
COASY	ENST00000590958	1782
HAPLN3	ENST00000562889	1269
MYH7B	ENST00000262873	5952
ADAMTS2	ENST00000251582	3636
C18orf55	ENST00000169551	747
PLS3	ENST00000355899	1893
LUZP4	ENST00000371920	942
NEIL3	ENST00000264596	1818
MIER2	ENST00000264819	1638
FGF21	ENST00000593756	630
FBXW7	ENST00000281708	2124
BCAT2	ENST00000593515	1338
PLEKHA4	ENST00000263265	2340
CLK2	ENST00000368361	1500
MMP23B	ENST00000356026	1173
HMGB1	ENST00000405805	648
OTUD6A	ENST00000338352	867
UACA	ENST00000322954	4251
PSKH2	ENST00000276616	1158
ATP6V0D2	ENST00000285393	1053
DDX18	ENST00000263239	2013
GNB1	ENST00000378609	1023
PRR5-ARHGAP8	ENST00000352766	1932
UBE2S	ENST00000264552	669
RPL28	ENST00000560055	513
CCNY	ENST00000374704	1026
GAB4	ENST00000400588	1725
KLF2	ENST00000248071	1068
NUCB2	ENST00000323688	1263
OLFM2	ENST00000264833	1365
MED26	ENST00000263390	1803
NSF	ENST00000398238	2235
ILDR1	ENST00000344209	1641
TM4SF19	ENST00000446879	900
KCNH4	ENST00000264661	3054
CCDC54	ENST00000261058	987
BCAR3	ENST00000260502	2478
CXCR6	ENST00000438735	1029
CEBPB	ENST00000303004	1038
ECSCR	ENST00000515823	217
DDAH2	ENST00000413655	858
RAPH1	ENST00000374493	3909
OR5AU1	ENST00000304418	1089
COMMD1	ENST00000311832	573
C12orf74	ENST00000397833	573
IQCJ	ENST00000451172	480
C19orf38	ENST00000592854	693
MDN1	ENST00000369393	16791
AK7	ENST00000267584	2172
VAX1	ENST00000369206	1005
HABP2	ENST00000351270	1683
GPSM3	ENST00000375040	483
ADD3	ENST00000356080	2121
LAT	ENST00000395461	810
ADAM2	ENST00000265708	2208
SLC25A1	ENST00000215882	936
ADRBK2	ENST00000324198	2067
PLA2G3	ENST00000215885	1530
LGALS2	ENST00000215886	399
TSPAN1	ENST00000372003	726
BLZF1	ENST00000367808	1203
C1orf114	ENST00000367806	1530
PTH	ENST00000282091	348
SLC19A2	ENST00000236137	1494
PRSS23	ENST00000280258	1152
RGS18	ENST00000367460	708
ZNF655	ENST00000493277	1581
MRPL21	ENST00000362034	618
POU4F1	ENST00000377208	1260
RNF219	ENST00000282003	2181
GLYATL2	ENST00000287275	885
TRIM10	ENST00000431258	1446
RNF39	ENST00000456156	1263
UNC5D	ENST00000416672	2877
MAN2B2	ENST00000285599	3030
SUSD4	ENST00000343846	1473
DUSP10	ENST00000366899	1449
DNM2	ENST00000355667	2613
NGFR	ENST00000172229	1284
CDON	ENST00000392693	3864
C5orf20	ENST00000503143	735
PSMD7	ENST00000219313	975
NDRG4	ENST00000394282	1176
SETD6	ENST00000219315	1422
FAM160B1	ENST00000369248	2298
QDPR	ENST00000281243	735
KLF8	ENST00000468660	1080
CCDC109A	ENST00000373053	1056
P2RX3	ENST00000263314	1194
MLXIPL	ENST00000313375	2559
BAZ1B	ENST00000339594	4452
C9orf147	ENST00000457681	457
HYOU1	ENST00000404233	3000
LYPD4	ENST00000330743	741
DPM1	ENST00000371584	886
CLIC1	ENST00000375784	726
CHCHD10	ENST00000401675	450
XRN1	ENST00000264951	5121
TFDP2	ENST00000489671	1341
RNF7	ENST00000273480	342
GRK7	ENST00000264952	1662
SLC25A36	ENST00000324194	936
ODF4	ENST00000328248	774
TLX2	ENST00000233638	855
CLIP4	ENST00000402240	2124
GRB14	ENST00000263915	1623
FOXD4L4	ENST00000377413	1251
EFHB	ENST00000295824	2502
RGL3	ENST00000393423	2151
MAPK10	ENST00000359221	1395
UBE2D3	ENST00000357194	450
APLNR	ENST00000257254	1143
DCAF6	ENST00000367840	2856
ZC3H18	ENST00000452588	2934
SAP18	ENST00000382533	519
C11orf48	ENST00000431002	870
UBXN1	ENST00000294119	939
ZMAT1	ENST00000372782	1917
XRRA1	ENST00000340360	2379
TRIM66	ENST00000402157	3738
RNF169	ENST00000299563	2127
HLA-E	ENST00000415289	1077
ZBTB22	ENST00000416097	1905
NT5DC4	ENST00000327581	1287
CYFIP2	ENST00000318218	3837
SUPT3H	ENST00000371460	987
FAM118A	ENST00000216214	1074
NGRN	ENST00000379095	876
C10orf12	ENST00000286067	3744
C2	ENST00000383362	2259
TTC9C	ENST00000513247	648
SLC44A4	ENST00000383379	2133
FLOT1	ENST00000383382	1284
TAF6L	ENST00000294168	1869
KIRREL2	ENST00000360202	2127
PRG2	ENST00000311862	669
GPR42	ENST00000454971	1041
RBM42	ENST00000262633	1443
PRR5	ENST00000403581	1236
RBM18	ENST00000417201	573
HTR3C	ENST00000318351	1344
GPR63	ENST00000369268	1260
FHL5	ENST00000326771	855
TSPO2	ENST00000373161	513
RAB23	ENST00000468148	714
SOX8	ENST00000293894	1341
DYNLT3	ENST00000378581	459
CYBB	ENST00000378588	1713
CXorf22	ENST00000297866	2931
NCAPH	ENST00000240423	2226
MAGEB4	ENST00000378982	1041
KIAA1949	ENST00000412189	1842
CXorf21	ENST00000378962	906
BANF1	ENST00000312175	270
AIF1L	ENST00000372309	531
WDR60	ENST00000407559	3201
PRMT3	ENST00000331079	1596
MC2R	ENST00000327606	894
RAB11B	ENST00000328024	657
SOCS6	ENST00000397942	1608
AKR1C3	ENST00000380554	972
BMP8A	ENST00000331593	1209
MYT1	ENST00000536311	3447
VN1R2	ENST00000341702	1188
SERPINA3	ENST00000553947	1347
FAM101B	ENST00000329099	435
OR52W1	ENST00000311352	963
INSR	ENST00000302850	4149
MTM1	ENST00000370396	1812
IARS2	ENST00000302637	3039
OBP2B	ENST00000372034	513
TRMT61B	ENST00000306108	1434
LRRC25	ENST00000339007	918
MFN1	ENST00000471841	2226
RNF148	ENST00000434824	918
NPW	ENST00000329610	498
C3orf48	ENST00000389050	1893
CCDC56	ENST00000328434	321
NPB	ENST00000573081	471
LRRC37A	ENST00000393466	5103
ALG11	ENST00000521508	1479
RCAN2	ENST00000371374	732
ATXN7L3B	ENST00000519948	294
CCDC138	ENST00000295124	1998
FADS2	ENST00000278840	1335
C11orf10	ENST00000537328	240
TCN1	ENST00000257264	1302
PALB2	ENST00000261584	3561
TRIM49L2	ENST00000448984	1359
DOPEY1	ENST00000349129	7398
APOM	ENST00000375916	567
LYRM2	ENST00000412237	297
C9orf170	ENST00000375941	366
ABT1	ENST00000274849	819
RBM14-RBM4	ENST00000503028	1095
FAM155A	ENST00000375915	1377
KRTAP13-1	ENST00000355459	519
ZNF26	ENST00000328654	1602
TMEM207	ENST00000354905	441
ITSN2	ENST00000355123	5094
PATL1	ENST00000300146	2313
STAT6	ENST00000300134	2544
TIE1	ENST00000372476	3417
TMEM194A	ENST00000300128	1335
OR4D6	ENST00000300127	945
VPS39	ENST00000348544	2661
NAB2	ENST00000300131	1578
WDR35	ENST00000345530	3546
TDRD3	ENST00000535286	2235
KLHL11	ENST00000319121	2127
UPP2	ENST00000409859	1125
RPN1	ENST00000296255	1824
CD3D	ENST00000300692	516
TMEM41A	ENST00000421852	795
ENGASE	ENST00000579016	2232
RBFOX3	ENST00000583458	1077
ATP5L	ENST00000300688	312
HEYL	ENST00000372852	987
PATE4	ENST00000457514	297
PDDC1	ENST00000397472	753
C18orf8	ENST00000269221	1974
EPHB2	ENST00000400191	3168
NPC1	ENST00000269228	3837
ASB4	ENST00000325885	1281
SCN2A	ENST00000283256	6018
NUDCD2	ENST00000302764	474
TBR1	ENST00000389554	2049
MARCH7	ENST00000409175	2115
VCL	ENST00000211998	3405
TMCC1	ENST00000393238	1962
PDHX	ENST00000227868	1506
NAA16	ENST00000379406	2595
OR5B3	ENST00000309403	945
LRRC61	ENST00000323078	780
C10orf103	ENST00000440197	447
NAA20	ENST00000334982	537
PDE8A	ENST00000310298	2490
VPS52	ENST00000443860	2172
NUMB	ENST00000555238	1956
CATSPERB	ENST00000256343	3351
KIAA0141	ENST00000432126	1548
MT-CO1	ENST00000361624	1542
LRRC7	ENST00000035383	4614
PAX9	ENST00000361487	1026
HLA-F	ENST00000428296	1329
MSH5	ENST00000419269	2508
RPS6KA1	ENST00000531382	2235
TMEM161A	ENST00000162044	1440
LPAR2	ENST00000586703	1056
SNX15	ENST00000377244	1029
NAV1	ENST00000367296	5634
SNX10	ENST00000446848	684
FST	ENST00000256759	1035
EEA1	ENST00000322349	4236
CHMP2B	ENST00000263780	642
CD99L2	ENST00000370377	789
HLA-DQB2	ENST00000442806	828
USP26	ENST00000370832	2742
SRPRB	ENST00000466490	816
SOD1	ENST00000270142	465
IFNAR1	ENST00000270139	1674
TCEANC	ENST00000314720	1146
OR51A7	ENST00000359350	939
PXMP2	ENST00000317479	588
OR51G2	ENST00000322013	945
TYMS	ENST00000323274	942
GLI1	ENST00000228682	3321
LYNX1	ENST00000335822	396
C7orf23	ENST00000423734	360
ABHD3	ENST00000289119	1230
ZNF541	ENST00000314121	4098
ESCO1	ENST00000269214	2523
MAN1B1	ENST00000535144	2116
STARD10	ENST00000543304	876
HNRNPUL1	ENST00000392006	2571
CCDC9	ENST00000221922	1596
BBC3	ENST00000449228	786
FZR1	ENST00000395095	1491
TGFB1	ENST00000221930	1173
LRRC9	ENST00000445360	4362
CLASP1	ENST00000263710	4617
SLC43A1	ENST00000278426	1680
NIP7	ENST00000254940	543
PRMT7	ENST00000339507	2079
DSCC1	ENST00000313655	1182
TERF2	ENST00000254942	1503
DERL1	ENST00000259512	756
MMRN1	ENST00000394980	3687
HAO2	ENST00000361035	1095
NKRF	ENST00000542113	2118
GLDN	ENST00000335449	1656
HEATR1	ENST00000366582	6435
OTX1	ENST00000366671	1065
EHBP1	ENST00000263991	3696
C1orf198	ENST00000366663	984
TRIM67	ENST00000366653	2352
TERT	ENST00000310581	3399
FAM22A	ENST00000381707	2637
CCDC127	ENST00000296824	783
CLP1	ENST00000529430	1311
PTRHD1	ENST00000328379	423
LCN12	ENST00000371633	579
DNAJB7	ENST00000307221	930
SYNPO2	ENST00000307142	3786
RGS9	ENST00000262406	2025
RNF43	ENST00000407977	2352
MAGEA3	ENST00000370278	945
PLXNA4	ENST00000359827	5685
